simulations	actions	length	tokens	accuracy
21	10	14	4088.5534495830175	0.5868081880212282
24	15	15	6863.887035633055	0.5868081880212282
27	18	15	9400.779378316907	0.5875663381349507
20	16	16	2701.1296436694465	0.5648218347232752
20	11	9	4247.0932524639875	0.577710386656558
26	16	16	7960.545109931766	0.5724033358605004
22	11	11	4605.71493555724	0.579226686884003
19	16	16	2676.1053828658073	0.558756633813495
18	11	13	4063.905231235785	0.5845337376800607
19	14	14	3229.939347990902	0.5610310841546626
25	16	16	7821.818802122821	0.5875663381349507
30	20	14	11774.24033358605	0.599696739954511
26	18	15	5576.500379075057	0.5633055344958302
24	18	18	4335.376042456406	0.577710386656558
18	16	16	2355.0045489006825	0.5579984836997726
19	14	18	3175.7672479150874	0.5496588324488249
25	16	16	7904.742987111448	0.5815011372251706
23	15	15	6668.273692191054	0.5860500379075056
20	11	8	4206.153146322972	0.5890826383623957
23	16	16	4373.251705837756	0.555724033358605
23	13	12	5693.965883244882	0.5875663381349507
23	15	16	6566.557240333586	0.5815011372251706
17	8	9	2599.369219105383	0.5807429871114481
23	15	15	6734.630022744504	0.5837755875663382
23	16	16	4278.262319939348	0.5708870356330553
27	18	14	9404.300227445034	0.5701288855193328
20	16	13	2769.622441243366	0.5716451857467779
23	13	17	5651.614859742229	0.5974222896133434
19	9	16	3224.4420015163	0.5837755875663382
25	18	14	5524.509476876421	0.5678544351781653
24	18	18	4347.887793783169	0.5807429871114481
25	18	18	5583.937073540561	0.5822592873388931
17	13	12	2134.9021986353296	0.576194086429113
8	7	8	713.7763457164518	0.55420773313116
23	18	18	3547.721758908264	0.5670962850644428
27	18	14	9355.28506444276	0.5724033358605004
21	16	16	3323.2752084912813	0.5686125852918877
24	16	16	7668.985595147839	0.5807429871114481
18	8	9	2783.8157695223654	0.5807429871114481
23	12	12	5165.3085670962855	0.5815011372251706
20	16	16	2746.5807429871115	0.5625473843821076
20	9	9	3281.7096285064445	0.576194086429113
36	24	16	16498.300227445034	0.579226686884003
35	24	16	10356.14480667172	0.5807429871114481
38	27	13	10526.746019711904	0.558756633813495
36	23	15	15011.238059135709	0.5693707354056103
35	23	15	14992.282031842306	0.5799848369977255
38	27	19	10472.500379075056	0.5640636846095527
36	23	16	14972.015163002274	0.5769522365428355
36	27	19	8816.401819560273	0.5466262319939348
34	27	13	7566.6383623957545	0.5564821834723275
38	24	16	16583.235026535254	0.5716451857467779
35	27	19	7618.846853677028	0.5625473843821076
36	23	16	15096.042456406369	0.5701288855193328
34	23	15	14596.017437452616	0.5716451857467779
35	24	16	10353.320697498104	0.5731614859742229
35	23	16	14672.278241091737	0.577710386656558
37	27	19	10408.384382107657	0.5617892342683851
35	27	13	7473.27899924185	0.5617892342683851
37	24	16	15892.596664139499	0.5943896891584534
36	23	15	15218.623957543594	0.5799848369977255
38	24	16	16558.088703563306	0.5852918877937832
35	23	15	14918.349507202425	0.5708870356330553
34	27	19	7598.499620924943	0.5617892342683851
35	23	16	14700.941622441243	0.5815011372251706
36	24	16	16249.973464746019	0.5974222896133434
37	27	13	10620.991660348749	0.5633055344958302
37	23	15	15079.14480667172	0.5815011372251706
36	27	13	8787.937073540561	0.5633055344958302
11	9	11	1076.8301743745262	0.55420773313116
8	6	9	692.5413191811979	0.5322213798332069
7	7	8	716.4791508718727	0.5504169825625473
11	11	12	1184.9257012888552	0.5678544351781653
7	6	9	681.330553449583	0.5344958301743745
9	7	11	872.4874905231236	0.5549658832448825
9	9	12	963.5542077331312	0.55420773313116
9	9	13	960.5511751326762	0.5549658832448825
8	8	9	790.7657316148598	0.5724033358605004
7	6	8	664.6512509476877	0.5360121304018196
8	8	10	814.3517816527673	0.5534495830174374
9	6	8	1371.609552691433	0.5617892342683851
9	6	12	1376.9090219863533	0.5701288855193328
6	6	12	606.4313874147081	0.5443517816527672
9	8	9	892.7498104624716	0.5602729340409401
9	8	11	902.1091736163761	0.555724033358605
9	7	9	882.8483699772555	0.5451099317664898
8	7	11	747.7482941622442	0.5398028809704322
7	7	11	709.1523881728582	0.5398028809704322
6	6	9	597.8680818802122	0.5253980288097043
11	11	11	1179.885519332828	0.5534495830174374
11	10	10	1109.1357088703564	0.5526914329037149
11	11	13	1176.7824109173616	0.5549658832448825
7	7	10	725.0068233510235	0.5458680818802123
8	7	12	744.3343442001516	0.5367702805155421
10	9	14	1058.768006065201	0.5435936315390447
7	6	11	662.9332827899924	0.5284306292645944
10	10	10	1107.5155420773312	0.555724033358605
8	7	9	737.1827141774071	0.5375284306292646
7	7	9	714.1379833206975	0.5564821834723275
10	10	11	1084.5094768764216	0.5640636846095527
9	6	10	1349.1053828658075	0.5655799848369977
9	6	9	1339.4852160727824	0.5549658832448825
7	6	10	681.9203942380591	0.5360121304018196
11	11	14	1204.4139499620926	0.5458680818802123
11	10	14	1117.7225170583777	0.5519332827899924
10	10	14	1102.401819560273	0.5579984836997726
10	10	12	1123.1379833206975	0.558756633813495
11	10	13	1128.8650492797574	0.558756633813495
6	6	11	614.7717968157696	0.5458680818802123
9	8	10	892.8915845337377	0.5602729340409401
11	9	13	1064.0144048521606	0.5451099317664898
8	8	11	806.7793783169068	0.5511751326762699
9	8	12	892.6815769522366	0.5466262319939348
11	9	12	1062.3851402577711	0.5413191811978771
6	6	8	622.9408642911296	0.5428354814253222
8	6	12	686.7566338134951	0.5314632297194845
9	7	12	889.9810462471569	0.5534495830174374
9	9	14	957.3290371493556	0.5511751326762699
7	6	12	684.5337376800607	0.5481425322213799
8	8	12	818.5329795299469	0.5466262319939348
9	8	8	897.5420773313116	0.5473843821076573
11	11	10	1158.937073540561	0.5519332827899924
10	9	10	1066.9529946929492	0.5511751326762699
9	9	10	958.1978771796815	0.5633055344958302
11	10	12	1104.8271417740714	0.5648218347232752
9	7	10	888.9173616376042	0.5344958301743745
10	9	13	1065.251705837756	0.5519332827899924
10	9	12	1094.1895375284307	0.5663381349507203
11	9	10	1084.2342683851402	0.5564821834723275
11	10	11	1120.3654283548142	0.5420773313115997
10	9	11	1063.6504927975739	0.5655799848369977
8	6	8	699.7035633055345	0.5375284306292646
8	6	10	698.9931766489765	0.5398028809704322
9	7	8	894.5883244882486	0.5549658832448825
9	9	9	967.6436694465505	0.5428354814253222
8	6	11	692.0796057619409	0.5443517816527672
9	6	11	1359.8074298711144	0.5526914329037149
8	8	8	811.0705079605762	0.5564821834723275
9	9	8	949.5458680818803	0.555724033358605
7	7	12	716.9272175890826	0.533737680060652
10	10	13	1131.5852918877938	0.5625473843821076
11	9	14	1067.8642911296436	0.5390447308567097
8	7	8	727.3381349507202	0.5504169825625473
9	9	11	968.696739954511	0.5526914329037149
6	6	10	610.0932524639878	0.5435936315390447
8	7	10	740.9545109931767	0.5458680818802123
